time,value
2024-07-07T00:28:29.845380641Z,{"lat":11.079059873494225,"lon":106.62679320812913}
2024-07-07T00:28:30.865271253Z,{"lat":11.078900974846615,"lon":106.62685490537997}
2024-07-07T00:28:31.885593223Z,{"lat":11.078736127102047,"lon":106.62692032281147}
2024-07-07T00:28:32.895433229Z,{"lat":11.078571014534004,"lon":106.62698702685285}
2024-07-07T00:28:33.912575771Z,{"lat":11.078397300520862,"lon":106.62704962730199}
2024-07-07T00:28:34.935203804Z,{"lat":11.07822347090743,"lon":106.62711884214029}
2024-07-07T00:28:35.945382057Z,{"lat":11.078048742664338,"lon":106.62719089151261}
2024-07-07T00:28:36.965817362Z,{"lat":11.077874767863435,"lon":106.62726267507068}
2024-07-07T00:28:37.98586772Z,{"lat":11.077698714111005,"lon":106.62732888879431}
2024-07-07T00:28:38.995718873Z,{"lat":11.077529140410757,"lon":106.6274009262293}
2024-07-07T00:28:40.015627667Z,{"lat":11.07736007116965,"lon":106.62746936951012}
2024-07-07T00:28:41.04364458Z,{"lat":11.077197064720627,"lon":106.62753551816995}
2024-07-07T00:28:42.045736887Z,{"lat":11.077034655719768,"lon":106.62759926884799}
2024-07-07T00:28:43.065390016Z,{"lat":11.076869421022938,"lon":106.62766024633055}
2024-07-07T00:28:44.076065701Z,{"lat":11.07670376146769,"lon":106.62771998026392}
2024-07-07T00:28:45.095477624Z,{"lat":11.07653807231872,"lon":106.6277693402882}
2024-07-07T00:28:46.140892849Z,{"lat":11.076366004433812,"lon":106.62780640172349}
2024-07-07T00:28:47.129573726Z,{"lat":11.076199171761672,"lon":106.62783490150218}
2024-07-07T00:28:48.139871276Z,{"lat":11.076035374931985,"lon":106.6278495096354}
2024-07-07T00:28:49.169765973Z,{"lat":11.075873264409747,"lon":106.62785152841936}
2024-07-07T00:28:50.179609792Z,{"lat":11.07571490085292,"lon":106.62784756564923}
2024-07-07T00:28:51.174421259Z,{"lat":11.075550985382431,"lon":106.6278374592922}
2024-07-07T00:28:52.209625675Z,{"lat":11.07538094732806,"lon":106.62781483769629}
2024-07-07T00:28:53.209598542Z,{"lat":11.075203198555426,"lon":106.62778728882513}
2024-07-07T00:28:54.23939987Z,{"lat":11.075021731131995,"lon":106.62775257960715}
2024-07-07T00:28:55.244508304Z,{"lat":11.074845026063459,"lon":106.62772119917695}
2024-07-07T00:28:56.279673283Z,{"lat":11.074662592350403,"lon":106.62768949551574}
2024-07-07T00:28:57.299176792Z,{"lat":11.07448637689604,"lon":106.62766114581953}
2024-07-07T00:28:58.309564051Z,{"lat":11.074306950995439,"lon":106.62763026975223}
2024-07-07T00:28:59.319717639Z,{"lat":11.074122512092538,"lon":106.62759811687384}
2024-07-07T00:29:00.357515289Z,{"lat":11.07376158750175,"lon":106.62753204318173}
2024-07-07T00:29:01.344463754Z,{"lat":11.073584467494664,"lon":106.62750199798364}
2024-07-07T00:29:02.37962615Z,{"lat":11.073409396469856,"lon":106.62747349054965}
2024-07-07T00:29:03.399616779Z,{"lat":11.073232496271306,"lon":106.62744563641249}
2024-07-07T00:29:04.409385163Z,{"lat":11.073059020663049,"lon":106.62741788202257}
2024-07-07T00:29:05.429727541Z,{"lat":11.072885605242792,"lon":106.62740096028303}
2024-07-07T00:29:06.449342767Z,{"lat":11.072709186517466,"lon":106.62739748856458}
2024-07-07T00:29:07.459888688Z,{"lat":11.072523503377464,"lon":106.62739398930152}
2024-07-07T00:29:08.479355952Z,{"lat":11.072341859592088,"lon":106.62740683333044}
2024-07-07T00:29:09.503023445Z,{"lat":11.07216289213976,"lon":106.62742543438823}
2024-07-07T00:29:10.509368899Z,{"lat":11.071983734392012,"lon":106.62743278768998}
2024-07-07T00:29:11.537706412Z,{"lat":11.071806155754643,"lon":106.62744307853794}
2024-07-07T00:29:12.539871978Z,{"lat":11.071633286992354,"lon":106.62745594661037}
2024-07-07T00:29:13.55904444Z,{"lat":11.071469383230019,"lon":106.62746720048852}
2024-07-07T00:29:14.559079174Z,{"lat":11.071316995653712,"lon":106.62748092346828}
2024-07-07T00:29:15.599277077Z,{"lat":11.071174430302857,"lon":106.6274942799919}
2024-07-07T00:29:16.609112258Z,{"lat":11.071034214866524,"lon":106.6275062865047}
2024-07-07T00:29:17.629491211Z,{"lat":11.070906485236021,"lon":106.62751757567202}
2024-07-07T00:29:18.635379274Z,{"lat":11.070782244276973,"lon":106.62752136441738}
2024-07-07T00:29:19.660745456Z,{"lat":11.070668127032835,"lon":106.62752952824061}
2024-07-07T00:29:20.680863255Z,{"lat":11.070568222761906,"lon":106.62753872773438}
2024-07-07T00:29:21.685785219Z,{"lat":11.0704856077687,"lon":106.62754580250797}
2024-07-07T00:29:22.710690031Z,{"lat":11.070415381983098,"lon":106.62755165937094}
2024-07-07T00:29:23.730496699Z,{"lat":11.070363447345875,"lon":106.62756000020333}
2024-07-07T00:29:24.740771184Z,{"lat":11.070319874613661,"lon":106.62756488070232}
2024-07-07T00:29:25.760825352Z,{"lat":11.070286479113975,"lon":106.62756353782353}
2024-07-07T00:29:26.770713098Z,{"lat":11.0702634139253,"lon":106.6275612885705}
2024-07-07T00:29:27.790948436Z,{"lat":11.070242514686113,"lon":106.62756181359353}
2024-07-07T00:29:28.819141199Z,{"lat":11.07022913829271,"lon":106.62756552281105}
2024-07-07T00:29:29.821400134Z,{"lat":11.070226822390035,"lon":106.62756424285523}
2024-07-07T00:29:30.84072487Z,{"lat":11.070227430888027,"lon":106.62756502183032}
2024-07-07T00:29:31.860709329Z,{"lat":11.070230970357619,"lon":106.62756946054186}
2024-07-07T00:29:32.880849515Z,{"lat":11.070230639000936,"lon":106.6275736053955}
2024-07-07T00:29:33.89085495Z,{"lat":11.070229897819836,"lon":106.62758068397494}
2024-07-07T00:29:34.910753068Z,{"lat":11.070229642497353,"lon":106.6275854678557}
2024-07-07T00:29:35.930867666Z,{"lat":11.07023011736828,"lon":106.6275900222162}
2024-07-07T00:29:36.941094495Z,{"lat":11.070232012892003,"lon":106.62759654613573}
2024-07-07T00:29:37.960811499Z,{"lat":11.070228468951699,"lon":106.62759900151737}
2024-07-07T00:29:38.98061548Z,{"lat":11.070228836141045,"lon":106.62760403270315}
2024-07-07T00:29:39.990626661Z,{"lat":11.070228108784592,"lon":106.62760624227275}
2024-07-07T00:29:41.010832093Z,{"lat":11.070223477995931,"lon":106.62760747835965}
2024-07-07T00:29:42.024022112Z,{"lat":11.07019711821171,"lon":106.62761540834872}
2024-07-07T00:29:43.040863735Z,{"lat":11.070156368345122,"lon":106.62762216729584}
2024-07-07T00:29:44.068679156Z,{"lat":11.070098181003852,"lon":106.6276310236893}
2024-07-07T00:29:45.084724043Z,{"lat":11.070024336104625,"lon":106.62763976055116}
2024-07-07T00:29:46.090694032Z,{"lat":11.06994272707366,"lon":106.62764987393159}
2024-07-07T00:29:47.110837145Z,{"lat":11.069844370231165,"lon":106.6276588786286}
2024-07-07T00:29:48.131045335Z,{"lat":11.069732752461379,"lon":106.62767001067328}
2024-07-07T00:29:49.141011713Z,{"lat":11.06960730937801,"lon":106.62767803007051}
2024-07-07T00:29:50.169652958Z,{"lat":11.069466257848154,"lon":106.62768399127269}
2024-07-07T00:29:51.180833977Z,{"lat":11.06931344749612,"lon":106.62769441019631}
2024-07-07T00:29:52.191073104Z,{"lat":11.069152248515472,"lon":106.62770077230716}
2024-07-07T00:29:53.189137377Z,{"lat":11.068982722728316,"lon":106.62770990893843}
2024-07-07T00:29:54.216015779Z,{"lat":11.06880958513837,"lon":106.62772463888977}
2024-07-07T00:29:55.240998582Z,{"lat":11.068634642746105,"lon":106.62774643481873}
2024-07-07T00:29:56.26070081Z,{"lat":11.068452737749958,"lon":106.62776820464046}
2024-07-07T00:29:57.270651843Z,{"lat":11.068270260082139,"lon":106.62779189501218}
2024-07-07T00:29:58.294075479Z,{"lat":11.06808438393643,"lon":106.62782073597502}
2024-07-07T00:29:59.327439727Z,{"lat":11.067899931460051,"lon":106.6278531872363}
2024-07-07T00:30:00.317707351Z,{"lat":11.067714174466092,"lon":106.62788492341207}
2024-07-07T00:30:01.337024846Z,{"lat":11.067339200143287,"lon":106.62795919104474}
2024-07-07T00:30:02.358096114Z,{"lat":11.067146858322689,"lon":106.6280009621012}
2024-07-07T00:30:03.377836044Z,{"lat":11.06694997418794,"lon":106.6280423422352}
2024-07-07T00:30:04.387693721Z,{"lat":11.066748257371122,"lon":106.62807684705876}
2024-07-07T00:30:05.397553212Z,{"lat":11.066545943777676,"lon":106.62811645413832}
2024-07-07T00:30:06.407776867Z,{"lat":11.066347050925176,"lon":106.6281626486961}
2024-07-07T00:30:07.418733388Z,{"lat":11.066148694193538,"lon":106.6282096003685}
2024-07-07T00:30:08.438038743Z,{"lat":11.065954907401421,"lon":106.62825494741593}
2024-07-07T00:30:09.457630489Z,{"lat":11.065756727312777,"lon":106.62830103827858}
2024-07-07T00:30:10.477977484Z,{"lat":11.065560850318828,"lon":106.62834434193931}
2024-07-07T00:30:11.528062871Z,{"lat":11.065361755977888,"lon":106.6283812266378}
2024-07-07T00:30:12.507838939Z,{"lat":11.065165689056636,"lon":106.62841190164808}
2024-07-07T00:30:13.51782226Z,{"lat":11.064971005341457,"lon":106.62844291766763}
2024-07-07T00:30:14.532055642Z,{"lat":11.064784247318617,"lon":106.62847059072087}
2024-07-07T00:30:15.548163271Z,{"lat":11.064597380714027,"lon":106.62849733778143}
2024-07-07T00:30:16.557870659Z,{"lat":11.064417371457582,"lon":106.62852284232235}
2024-07-07T00:30:17.577970873Z,{"lat":11.064237883110657,"lon":106.62854547121057}
2024-07-07T00:30:18.587846894Z,{"lat":11.064060636466277,"lon":106.62856489027183}
2024-07-07T00:30:19.602844644Z,{"lat":11.06387838815342,"lon":106.62858026282028}
2024-07-07T00:30:20.618347148Z,{"lat":11.063695103548508,"lon":106.62859454866843}
2024-07-07T00:30:21.63107538Z,{"lat":11.063509533455038,"lon":106.62860659743018}
2024-07-07T00:30:22.658360096Z,{"lat":11.063320956618671,"lon":106.62861806696318}
2024-07-07T00:30:23.667806729Z,{"lat":11.063128811917371,"lon":106.62862578540361}
2024-07-07T00:30:24.670714511Z,{"lat":11.06293598319363,"lon":106.6286268188194}
2024-07-07T00:30:25.708075283Z,{"lat":11.062741918821759,"lon":106.62862235803368}
2024-07-07T00:30:26.717707834Z,{"lat":11.062541258475507,"lon":106.62861727544573}
2024-07-07T00:30:27.723748595Z,{"lat":11.062346732332692,"lon":106.62861528494695}
2024-07-07T00:30:28.769992503Z,{"lat":11.062147022989347,"lon":106.62860492719668}
2024-07-07T00:30:29.748403936Z,{"lat":11.061946517614585,"lon":106.62858781947938}
2024-07-07T00:30:30.77433245Z,{"lat":11.061749113233395,"lon":106.62856781999433}
2024-07-07T00:30:31.786194509Z,{"lat":11.061556374762564,"lon":106.62855178757148}
2024-07-07T00:30:32.783220764Z,{"lat":11.061364024331171,"lon":106.62852934405261}
2024-07-07T00:30:33.805945099Z,{"lat":11.061171791090871,"lon":106.62850998414405}
2024-07-07T00:30:34.822944601Z,{"lat":11.060981363976376,"lon":106.62849031957397}
2024-07-07T00:30:35.8536738Z,{"lat":11.060792001767913,"lon":106.62847049376354}
2024-07-07T00:30:36.859335373Z,{"lat":11.060604100277851,"lon":106.6284553529982}
2024-07-07T00:30:37.859362859Z,{"lat":11.060419228840408,"lon":106.62844309009571}
2024-07-07T00:30:38.872829891Z,{"lat":11.060232611887235,"lon":106.62842920742844}
2024-07-07T00:30:39.88287421Z,{"lat":11.060051301327086,"lon":106.6284149414993}
2024-07-07T00:30:40.913784251Z,{"lat":11.059868708315928,"lon":106.62839980376437}
2024-07-07T00:30:41.964978102Z,{"lat":11.059685968463958,"lon":106.62838877542949}
2024-07-07T00:30:42.922894887Z,{"lat":11.059500314499099,"lon":106.62839373030235}
2024-07-07T00:30:43.939341081Z,{"lat":11.059311268405244,"lon":106.62841036471362}
2024-07-07T00:30:44.947426906Z,{"lat":11.05912716135005,"lon":106.62843100293166}
2024-07-07T00:30:45.969935035Z,{"lat":11.058938942678983,"lon":106.62845723193031}
2024-07-07T00:30:46.987772607Z,{"lat":11.058752731356911,"lon":106.62848680927658}
2024-07-07T00:30:48.018259621Z,{"lat":11.05856563999994,"lon":106.6285228781001}
2024-07-07T00:30:49.027392614Z,{"lat":11.058376708990325,"lon":106.6285573591008}
2024-07-07T00:30:50.040907402Z,{"lat":11.058193586950228,"lon":106.62859318886584}
2024-07-07T00:30:51.057735094Z,{"lat":11.058021357431054,"lon":106.62862556975121}
2024-07-07T00:30:52.068152603Z,{"lat":11.057854173162026,"lon":106.62865542460234}
2024-07-07T00:30:53.090927188Z,{"lat":11.057687734677447,"lon":106.628688708589}
2024-07-07T00:30:54.111230721Z,{"lat":11.057521721350353,"lon":106.62872172140143}
2024-07-07T00:30:55.120344144Z,{"lat":11.057354847484854,"lon":106.6287573889817}
2024-07-07T00:30:56.139535194Z,{"lat":11.057193148745162,"lon":106.62879515424096}
2024-07-07T00:30:57.139951121Z,{"lat":11.057031756424404,"lon":106.62883128756634}
2024-07-07T00:30:58.159465449Z,{"lat":11.05688108106031,"lon":106.62887344925234}
2024-07-07T00:30:59.169481776Z,{"lat":11.056738720544217,"lon":106.62890947441369}
2024-07-07T00:31:00.165488439Z,{"lat":11.056599857507159,"lon":106.62894160445086}
2024-07-07T00:31:01.186272441Z,{"lat":11.056467791818605,"lon":106.62896980890483}
2024-07-07T00:31:02.218095682Z,{"lat":11.056346984837651,"lon":106.62899822617625}
2024-07-07T00:31:03.225972767Z,{"lat":11.056244334801747,"lon":106.62902464383157}
2024-07-07T00:31:04.247008385Z,{"lat":11.056160294197014,"lon":106.62904564494683}
2024-07-07T00:31:05.267451852Z,{"lat":11.056096027342194,"lon":106.62906231965086}
2024-07-07T00:31:06.279691855Z,{"lat":11.056044826546568,"lon":106.62907244808304}
2024-07-07T00:31:07.29768156Z,{"lat":11.056010701944437,"lon":106.62908117207347}
2024-07-07T00:31:08.321183527Z,{"lat":11.055982729250372,"lon":106.62908523410225}
2024-07-07T00:31:09.340939223Z,{"lat":11.055954056000578,"lon":106.62908751825488}
2024-07-07T00:31:10.347166034Z,{"lat":11.055954677229659,"lon":106.62909110595236}
2024-07-07T00:31:11.355300882Z,{"lat":11.055955277971437,"lon":106.62909099038187}
2024-07-07T00:31:12.378036242Z,{"lat":11.055959479637917,"lon":106.629092132171}
2024-07-07T00:31:13.411124733Z,{"lat":11.055959687494305,"lon":106.6290954523759}
2024-07-07T00:31:14.42155545Z,{"lat":11.055959039293144,"lon":106.62909656082125}
2024-07-07T00:31:15.437306771Z,{"lat":11.055959904042847,"lon":106.62909776761059}
2024-07-07T00:31:16.447132805Z,{"lat":11.055960547954376,"lon":106.62909933594253}
2024-07-07T00:31:17.471080055Z,{"lat":11.055961554904854,"lon":106.62910194707948}
2024-07-07T00:31:18.494333306Z,{"lat":11.055961526828403,"lon":106.6291035978931}
2024-07-07T00:31:19.501722743Z,{"lat":11.055962023247881,"lon":106.62910586665346}
2024-07-07T00:31:20.526294938Z,{"lat":11.055964171118825,"lon":106.62910826855517}
2024-07-07T00:31:21.527689184Z,{"lat":11.055963756409783,"lon":106.6291070467312}
2024-07-07T00:31:22.56765295Z,{"lat":11.055951366037174,"lon":106.62911136490109}
2024-07-07T00:31:23.579183536Z,{"lat":11.055915529541467,"lon":106.62912126392648}
2024-07-07T00:31:24.562290005Z,{"lat":11.05585584067379,"lon":106.62913863234859}
2024-07-07T00:31:25.578389579Z,{"lat":11.055779259223005,"lon":106.6291559590455}
2024-07-07T00:31:26.606350687Z,{"lat":11.055688301888857,"lon":106.62917720516052}
2024-07-07T00:31:27.632066189Z,{"lat":11.055582949852095,"lon":106.62920598877987}
2024-07-07T00:31:28.643441324Z,{"lat":11.055468338424774,"lon":106.62924037137353}
2024-07-07T00:31:29.663438317Z,{"lat":11.0553444614652,"lon":106.62927331509852}
2024-07-07T00:31:30.668610228Z,{"lat":11.055212023988107,"lon":106.62930643113559}
2024-07-07T00:31:31.668234636Z,{"lat":11.055070423057,"lon":106.62933905235657}
2024-07-07T00:31:32.711575645Z,{"lat":11.05492406069462,"lon":106.62937861399773}
2024-07-07T00:31:33.699151158Z,{"lat":11.05477164048331,"lon":106.62941678826618}
2024-07-07T00:31:34.735420337Z,{"lat":11.054614875761992,"lon":106.6294552292693}
2024-07-07T00:31:35.844891255Z,{"lat":11.054455284823431,"lon":106.6294956144541}
2024-07-07T00:31:36.780127724Z,{"lat":11.05429206834483,"lon":106.62953604092775}
2024-07-07T00:31:37.80016987Z,{"lat":11.054126821900331,"lon":106.62957673533239}
2024-07-07T00:31:38.810540769Z,{"lat":11.053961294278498,"lon":106.62961933005582}
2024-07-07T00:31:39.810288728Z,{"lat":11.05379759508872,"lon":106.62966271986585}
2024-07-07T00:31:40.825304427Z,{"lat":11.053636255457619,"lon":106.62971004767337}
2024-07-07T00:31:41.8361142Z,{"lat":11.05348347325234,"lon":106.62975318186514}
2024-07-07T00:31:42.855513893Z,{"lat":11.053330414892216,"lon":106.62979340488134}
2024-07-07T00:31:43.873132524Z,{"lat":11.053186982114388,"lon":106.62983324003226}
2024-07-07T00:31:44.885068801Z,{"lat":11.053040709251043,"lon":106.62988012076728}
2024-07-07T00:31:45.905484965Z,{"lat":11.05289429688986,"lon":106.62993193313054}
2024-07-07T00:31:46.925246041Z,{"lat":11.052752108702348,"lon":106.62998381124257}
2024-07-07T00:31:47.948384707Z,{"lat":11.052614234000629,"lon":106.63003766511434}
2024-07-07T00:31:48.955744714Z,{"lat":11.052473243127125,"lon":106.63009073626202}
2024-07-07T00:31:49.950065716Z,{"lat":11.052332819877153,"lon":106.63015164330118}
2024-07-07T00:31:50.98561447Z,{"lat":11.05218880445019,"lon":106.63022156849559}
2024-07-07T00:31:52.005295936Z,{"lat":11.052038395456684,"lon":106.63029354887357}
2024-07-07T00:31:53.006349502Z,{"lat":11.051881263031607,"lon":106.6303667784292}
2024-07-07T00:31:54.035227308Z,{"lat":11.051724327995194,"lon":106.63044818157084}
2024-07-07T00:31:55.055010425Z,{"lat":11.051565569701523,"lon":106.63053548134539}
2024-07-07T00:31:56.075212837Z,{"lat":11.051402635293055,"lon":106.63061854405345}
2024-07-07T00:31:57.085068777Z,{"lat":11.051237882658606,"lon":106.63070892274474}
2024-07-07T00:31:58.10849761Z,{"lat":11.051077271575291,"lon":106.63079760264517}
2024-07-07T00:31:59.125966646Z,{"lat":11.050909624118113,"lon":106.63088792069955}
2024-07-07T00:32:00.135511112Z,{"lat":11.050737018982673,"lon":106.63097395934679}
2024-07-07T00:32:01.147319069Z,{"lat":11.050559840823858,"lon":106.63106121721471}
2024-07-07T00:32:02.167053939Z,{"lat":11.050386709349736,"lon":106.63115878550659}
2024-07-07T00:32:03.187302261Z,{"lat":11.050214213353952,"lon":106.63125600649704}
2024-07-07T00:32:04.197389452Z,{"lat":11.050039010217159,"lon":106.63135188485565}
2024-07-07T00:32:05.217042036Z,{"lat":11.04986468103127,"lon":106.63144753756694}
2024-07-07T00:32:06.23712291Z,{"lat":11.04968872014612,"lon":106.63154153812418}
2024-07-07T00:32:07.247210553Z,{"lat":11.04951404870269,"lon":106.63163476666892}
2024-07-07T00:32:08.272346802Z,{"lat":11.049338379215218,"lon":106.63172962831554}
2024-07-07T00:32:09.282236759Z,{"lat":11.04916025879845,"lon":106.63182387721787}
2024-07-07T00:32:10.30720692Z,{"lat":11.048986164194668,"lon":106.63192024800392}
2024-07-07T00:32:11.320363398Z,{"lat":11.048808785097455,"lon":106.63201222148204}
2024-07-07T00:32:12.320218696Z,{"lat":11.048638661549997,"lon":106.63210509269207}
2024-07-07T00:32:13.362118008Z,{"lat":11.048308741049237,"lon":106.63228136262423}
2024-07-07T00:32:14.385186932Z,{"lat":11.048144983831492,"lon":106.6323653635009}
2024-07-07T00:32:15.392817029Z,{"lat":11.047984313365387,"lon":106.63245122378073}
2024-07-07T00:32:16.415913443Z,{"lat":11.047818846809454,"lon":106.63253828898193}
2024-07-07T00:32:17.418053367Z,{"lat":11.047662891183478,"lon":106.6326253005389}
2024-07-07T00:32:18.438000497Z,{"lat":11.047505965524651,"lon":106.63271043051009}
2024-07-07T00:32:19.461357784Z,{"lat":11.04734362855765,"lon":106.63279692056399}
2024-07-07T00:32:20.451194665Z,{"lat":11.047184833346403,"lon":106.63288424428949}
2024-07-07T00:32:21.468207857Z,{"lat":11.04703442722142,"lon":106.63296636395553}
2024-07-07T00:32:22.497965981Z,{"lat":11.046891362448102,"lon":106.63304466470376}
2024-07-07T00:32:23.52140549Z,{"lat":11.04675697333383,"lon":106.6331200558534}
2024-07-07T00:32:24.541250756Z,{"lat":11.04662564345587,"lon":106.6331884058277}
2024-07-07T00:32:25.531495866Z,{"lat":11.046504293094326,"lon":106.63325620431385}
2024-07-07T00:32:26.563167441Z,{"lat":11.046382120659183,"lon":106.63332488491085}
2024-07-07T00:32:27.591237479Z,{"lat":11.046269086785898,"lon":106.63339213516183}
